,NCT Number,DrugBank ID,SMILES
368,NCT02029716,DB11669,CC(C)C[C@H](NC(=O)OC(C)(C)C)[C@@H](O)C(=O)O[C@H]1[C@@H]2OC(=O)O[C@@]22[C@@H](OC(=O)C3=CC=CC=C3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)OC(C)=O
369,NCT02029716,DB15033,FC1=CC=C(C=N1)C1=CC=C2C(NC3=C2C=NC=C3)=C1
370,NCT02029716,DB04498,[H][C@@](N)(CC=O)C(O)=O
371,NCT02029716,DB00177,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O
372,NCT02029716,DB01347,CCC1=NC(C2CC2)=C(N1CC1=CC2=C(OC(=C2Br)C2=CC=CC=C2NS(=O)(=O)C(F)(F)F)C=C1)C(N)=O
373,NCT02029716,DB00168,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O
374,NCT02029716,DB16006,[Zn++].[NH3+]C(CC([O-])=O)C([O-])=O.[NH3+]C(CC([O-])=O)C([O-])=O
375,NCT02029716,DB09187,CN1CCC23NC(=O)CC(C2C1)C1=CC(Cl)=CC=C1O3
376,NCT02029716,DB13664,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CC(C=O)=C4C=C(CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C)OCCCl
377,NCT02029716,DB00876,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O
378,NCT02029716,DB13919,CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1
379,NCT02029716,DB06678,[H][C@]12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1
380,NCT02029716,DB04538,C[C@@H]([C@H](N)C(O)=O)C(O)=O
381,NCT02029716,DB13359,O.O.O.O.[Mg++].N[C@@H](CC(O)=O)C([O-])=O.N[C@@H](CC(O)=O)C([O-])=O
382,NCT02029716,DB01342,CCCCC1=NN(CC2=CN=C(C=C2)C2=CC=CC=C2C2=NNN=N2)C(CCCC)=N1
383,NCT02029716,DB00310,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12
384,NCT02029716,DB01349,CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=CC=CC=C3C3=NNN=N3)C2=N1
385,NCT02029716,DB05288,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC=C1[C@@]2([H])CCC2=CC(=O)CC[C@]12C
386,NCT02029716,DB08822,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1
387,NCT02029716,DB01029,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
388,NCT02029716,DB13220,[Fe++].N[C@@H](CC([O-])=O)C([O-])=O
389,NCT02029716,DB14914,[18F]C1=CC=C(C=N1)C1=CC=C2C(NC3=C2C=NC=C3)=C1
390,NCT02029716,DB04785,[H][C@@]1([C@H](C)C(=O)NC)N([C@@H]2CC[C@H](O)[C@H](C)O2)C(=O)\C(=C(\O)/C=C/C(/C)=C/[C@@H](C)[C@@]2([H])O[C@@]3(C)O[C@H](C=C[C@@]33CO3)[C@@H]2C)C1=O
391,NCT02029716,DB14756,O[C@@H]([C@@H](O)C(O)=O)C(O)=O
392,NCT02029716,DB00796,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1
393,NCT03243838,DB14765,O=C(NC1=CC=C(C=C1)C1(CCCC1)C#N)C1=CC=CN=C1NCC1=CC=NC=C1
394,NCT03243838,DB01259,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
395,NCT01666444,DB00681,[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2
396,NCT01666444,DB00997,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
397,NCT01666444,DB12755,[H]OC[C@H](NC(=O)[C@H](CC1=CN([H])C2=C1C=CC=C2)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CC1=CC=C(O[H])C=C1)C(=O)N[C@H](CCCCNC(=O)CCCC(=O)OCC(=O)[C@@]1(O)C[C@H](O[C@@]2([H])C[C@H](N)[C@H](O)[C@H](C)O2)C2=C(O)C3=C(C(O)=C2C1)C(=O)C1=CC=CC(OC)=C1C3=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O
398,NCT01666444,DB05706,COC1=C2C(=O)C3=C(O)C4=C(C[C@@](O)(CCO)C[C@@H]4O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C(O)=C3C(=O)C2=CC=C1
399,NCT01666444,DB06420,C[C@@H]1O[C@@H](O[C@H]2C[C@@](O)(CC3=C2C(O)=C2C(=O)C4=CC=CC=C4C(=O)C2=C3O)C(=O)CO)[C@H](I)[C@H](O)[C@H]1O
400,NCT01666444,DB06013,COC1=C2C(=O)C3=C(O)C4=C(C[C@](O)(C[C@@H]4O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C(\CO)=N\NC(=O)CCCCCN4C(=O)C=CC4=O)C(O)=C3C(=O)C2=CC=C1
401,NCT01666444,DB11616,[H][C@]1(N)C[C@]([H])(O[C@@]2([H])C[C@@](O)(CC3=C(O)C4=C(C(O)=C23)C(=O)C2=C(C=CC=C2OC)C4=O)C(=O)CO)O[C@@]([H])(C)[C@@]1([H])O[C@]1([H])CCCCO1
402,NCT03359018,DB14765,O=C(NC1=CC=C(C=C1)C1(CCCC1)C#N)C1=CC=CN=C1NCC1=CC=NC=C1
403,NCT03359018,DB01259,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
404,NCT03765554,DB16403,[H][C@@]1(O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC=C(O)C(O)=C2)[C@H](O)[C@H]1O)[C@H](O)CO
405,NCT03765554,DB04439,[H][C@]1(C)O[C@]([H])(O[C@]2([H])C(CO)=C[C@]([H])(N[C@]3([H])[C@@]([H])(C)O[C@]([H])(O[C@]4([H])[C@@]([H])(CO)O[C@]([H])(O[C@]5([H])[C@@]([H])(CO)O[C@]([H])(O)[C@]([H])(O)[C@@]5([H])O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
406,NCT03765554,DB03371,[H][C@](N)(CCC(=O)O[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]1(O)F)C(O)=O
407,NCT03765554,DB15003,CN1C=C(NC2=NC=CC(=N2)N2C[C@@H]3CC[C@H](C2)N3C(=O)[C@@H]2CC2(F)F)C=N1
408,NCT03765554,DB03617,[H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(O[C@]3([H])C(CO)=C[C@]([H])(N[C@]4([H])[C@@]([H])(C)O[C@]([H])(O[C@]5([H])[C@@]([H])(CO)O[C@]([H])(O[C@]6([H])[C@@]([H])(C)O[C@@]([H])(O)[C@]([H])(O)[C@@]6([H])O)[C@]([H])(O)[C@@]5([H])O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
409,NCT03765554,DB09099,C[C@@H](O)[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CO)NC1=O)C(O)=O)NC(=O)CNC(=O)[C@H](C)N)[C@@H](C)O
410,NCT02342587,DB01259,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
411,NCT00566410,DB08809,OC(=O)C(Cl)Cl
412,NCT02436408,DB08828,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1
413,NCT04682873,DB00416,[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3
414,NCT04682873,DB14492,[K+].I[I-]I
415,NCT04682873,DB13769,[I-].CC[N+](C)(CC)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
416,NCT04682873,DB15961,I[Zn]I
417,NCT04682873,DB11119,[Na+].[I-]
418,NCT04682873,DB15778,I[H]
419,NCT04682873,DB00483,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC
420,NCT04682873,DB04445,I[Hg]I
421,NCT04682873,DB02252,IC1=CC=CC=C1
422,NCT04682873,DB06715,[K+].[I-]
423,NCT04682873,DB12754,[I-]
424,NCT04682873,DB13666,[I-].C[N+]1(CCC(O)(C2=CC=CS2)C2=CC=CC=C2)CCOCC1
425,NCT04682873,DB09420,[123I-]
426,NCT04682873,DB13813,[H]C(I)(I)I
427,NCT04682873,DB01057,CCOP(=O)(OCC)SCC[N+](C)(C)C
428,NCT04682873,DB13702,[I-].CC[N+](C)(CC)CCSC1=NC2=CC=CC=C2N=C(C1)C1=CC=C(SC2=CC=CC=C2)C=C1
429,NCT04682873,DB09293,[131I-]
430,NCT01609595,DB00641,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC
431,NCT01609595,DB08556,CC(=O)C1=CC=C(S1)C1=CC(NS(=O)(=O)C2=CC=C(C)C=C2C)=C(S1)C(O)=O
432,NCT01609595,DB00974,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
433,NCT01609595,DB04591,[H][C@@]1(CCCCN1)C(F)(F)CNC1=NC=CC2=C1N=C(CC1=CC=CC=C1N1C=NC=N1)O2
434,NCT01609595,DB09449,[Na+].OP(O)([O-])=O
435,NCT01609595,DB15952,[Na+].[O-][N+]([O-])=O
436,NCT01609595,DB04722,C[C@@H](NC(=O)CC1=C(Cl)C=C\C(=N/CC(F)(F)C2=CC=CC=[N+]2[O-])N1O)C1=CC(Cl)=CC=C1
437,NCT01609595,DB01563,OC(O)C(Cl)(Cl)Cl
438,NCT01609595,DB13747,OCCN(CCO)CCO
439,NCT01609595,DB04461,CC1=C2CC3=C(C)C(CCC(O)=O)=C(CC4=C(CCC(O)=O)C(C)=C(CC5=C(CCC(O)=O)C(C)=C(CC(N2)=C1CCC(O)=O)N5)N4)N3
440,NCT01609595,DB07587,[H][C@@](CS(=O)(=O)C[C@]1([H])CCC(=O)N1)(N[C@@]([H])(C1=CC=C(F)C=C1)C(F)(F)F)C(=O)NC1(CC1)C#N
441,NCT01609595,DB07059,CCC1=NC(N)=NC(N)=C1C1=CC2=C(OC(C)(C)C(=O)N2CCNC(C)=O)C=C1
442,NCT01609595,DB01195,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1
443,NCT01609595,DB03429,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC(O)COP(O)(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
444,NCT01609595,DB09280,CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC(=CC=C1)C(O)=O
445,NCT01609595,DB13743,O.O.[Na+].[Na+].[Na+].[Au+].[O-]S([S-])(=O)=O.[O-]S([S-])(=O)=O
446,NCT01609595,DB14015,[Na+].OS([O-])=O
447,NCT01609595,DB13911,[Na+].[Na+].[O-]C(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C1=C2C=C(Br)C(=O)C(Br)=C2OC2=C1C=C(Br)C([O-])=C2Br
448,NCT01609595,DB00771,C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
449,NCT01609595,DB04458,CC(NC(=O)[C@@]1([C@@H](C)C1(Cl)Cl)[S@](C)=O)C1=CC=C(Br)C=C1
450,NCT01609595,DB14105,[Na+].[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP([O-])(=O)OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC
451,NCT01609595,DB09472,[Na+].[Na+].[O-]S([O-])(=O)=O
452,NCT01609595,DB04258,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)\C=C\C=C\C(O)(CC)CC
453,NCT01609595,DB00202,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
454,NCT01609595,DB04930,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1
455,NCT01609595,DB07559,C\C(O)=C(/C#N)C(=O)NC1=CC(Cl)=C(C=C1)C1=CC=CC=C1Cl
456,NCT01609595,DB08733,[H][C@@](CNC(=O)C1=NC=CS1)(C(=O)NO)[C@@]([H])(CC(C)C)C(=O)N[C@]([H])(C(=O)NC)C(C)(C)C
457,NCT01609595,DB11493,[Na+].[Na+].[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O
458,NCT01609595,DB01912,[Cl-].[Pt++].C1=CC=C(N=C1)C1=CC=CC(=N1)C1=CC=CC=N1
459,NCT01609595,DB06899,CCC1=NC(N)=NC(N)=C1C1=CC=C2SC(C)(C)C(=O)N(CCNC(C)=O)C2=C1
460,NCT01609595,DB07383,[H][C@@](CC1=CC=CC=C1)(NC(C)=O)C(O)(O)C(F)(F)F
461,NCT01609595,DB14502,[Na+].[Na+].OP([O-])([O-])=O
462,NCT01609595,DB08270,[H][C@@](CC(C)C)(N[C@@]([H])(C1=CC=C(C=C1)C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F)C(=O)NCCN
463,NCT01609595,DB09460,[Na+].[Na+].[O-]C([O-])=O
464,NCT01609595,DB00888,CN(CCCl)CCCl
465,NCT01609595,DB06703,OC[C@H](O)[C@H](CO)[N+]12CC[N+]3(CC([O-])=O)CC[N+]4(CC([O-])=O)CC[N+](CC([O-])=O)(CC1)[Gd-]234
466,NCT01609595,DB09154,[Na+].[Na+].[Na+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
467,NCT01609595,DB08676,[H][C@]12CCN(C1=O)C1=CC=CC3=C1C=C(OC1([H])CC(CN4C=NC=C4CCN2)=CC[C@]1([H])C#N)C=C3
468,NCT01609595,DB02118,[H][C@@]1(CN(CC2=CC=CC=C2)C(=O)CO1)C1=CC2=C(C=C1)N(C)S(=O)(=O)C2
469,NCT01609595,DB00587,CCC(CC)(CC(=O)NC1=CC(\C=C\C2=NC(=CS2)C2CCC2)=CC=C1)C(O)=O
470,NCT01609595,DB09332,[Na+].[Na+].[Na+].[Na+].CC1=C(OP([O-])([O-])=O)C2=CC=CC=C2C(OP([O-])([O-])=O)=C1
471,NCT01609595,DB00446,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O
472,NCT01609595,DB11473,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
473,NCT01609595,DB09448,[Na+].[O-]C(=O)CNC(=O)C1=CC=CC=C1[123I]
474,NCT01609595,DB14622,O.O.O.O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[O-]P([O-])([O-])=O
475,NCT01609595,DB00556,FC(F)(F)C(F)(F)C(F)(F)F
476,NCT01609595,DB03359,C[N+](C)(C)C1=CC=CC(=C1)C(O)(O)C(F)(F)F
477,NCT01609595,DB07515,CC1N[C@@H](N)CCC1CNCCN1C(O)C(NCC(F)(F)C2=CC=CC=N2)=NC=C1Cl
478,NCT01609595,DB01663,CC1=CC2=C3C=C(CCCCCCCCC(=O)N[C@H]4[C@H]5C[C@@H]6C[C@@H](C[C@H]4C6)C5)C=CN3[Ru++]34(N5C=CC=CC5=C5C=CC=CN35)(N3C=CC=CC3=C3C=CC=CN43)N2C=C1
479,NCT01609595,DB08994,OCCN(CCO)C1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
480,NCT01609595,DB01189,FC(F)OC(F)C(F)(F)F
481,NCT01609595,DB16585,[Na+].[Na+].[Na+].[K+].[K+].[K+].[H]O[H].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
482,NCT01609595,DB09484,[Na+].[Na+].[O-]P([O-])(F)=O
483,NCT01609595,DB02935,COCCOCCOC
484,NCT01609595,DB07068,CCOC(=O)C(CCNC(=O)OC(C)(C)C)(CC1=CC=C(NS(O)(=O)=O)C=C1)C(=O)OCC
485,NCT01609595,DB09370,[Na+].[Na+].O[32P]([O-])([O-])=O
486,NCT01609595,DB07624,[H][C@@]1(C)CN(CC2(CC2)C(N)=O)CCN1S(=O)(=O)C1=CC=C(C=C1)[C@](C)(O)C(F)(F)F
487,NCT01609595,DB15908,[OH-].[Na+].[Al+3].[O-]C([O-])=O.OCC(O)C(O)C(O)C(O)CO
488,NCT01609595,DB15835,[Na+].[Na+].[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COP([O-])([O-])=O
489,NCT01609595,DB14516,[Na+]
490,NCT01609595,DB07094,NCC1=CC=C(S1)C1=CC=CS1
491,NCT01609595,DB16608,[Na+].[O-][Cl](=O)(=O)=O
492,NCT01609595,DB08408,[H][C@](O)(C(=O)NCCC(=O)NCCS)C(C)(C)COC(=O)C(C)(C)C
493,NCT01609595,DB08217,CC1(C)C=C(CSS(C)(=O)=O)C(C)(C)N1O
494,NCT01609595,DB14505,[Na+].[Na+].[O-]B1OB2OB([O-])OB(O1)O2
495,NCT01609595,DB11221,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1O
496,NCT01609595,DB02408,[H][C@](N)(CCCC)C(O)(O)CNC1CC1
497,NCT01609595,DB02350,[H][C@@]1(N(CCCSC1(C)C)S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO
498,NCT01609595,DB03871,[Ru+3].[N-]1C=CN=C1.C1=CC=C(N=C1)C1=CC=CC=N1.C1=CC=C(N=C1)C1=CC=CC=N1
499,NCT01609595,DB07503,FC1(F)OC2=C(O1)C=C(\C=C1/SC(=O)NC1=O)C=C2
500,NCT01609595,DB07589,[H][C@@](CS(=O)(=O)CC1=CC=CC=C1)(N[C@@]([H])(C1=CC=C(O)C=C1)C(F)(F)F)C(=O)NC1(CN)CC1
501,NCT01609595,DB14702,[Na+].[O-][V](=O)=O
502,NCT01609595,DB11413,CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl
503,NCT01609595,DB08617,[H][C@](N)(CC1=CC=C(CC(F)(F)F)C=C1)C(O)=O
504,NCT01609595,DB04813,OC1=C(SC2=C(O)C(Cl)=CC(Cl)=C2)C=C(Cl)C=C1Cl
505,NCT01609595,DB07520,[H][C@@](CS(=O)(=O)N1CCOCC1)(N[C@@]([H])(C1=CC=C(F)C=C1)C(F)(F)F)C(=O)NC1(CN)CC1
506,NCT01609595,DB07034,ON=C1C2=CC(OCC(O)=O)=CC=C2C2=C1C=C(OCC(O)=O)C=C2
507,NCT01609595,DB13707,[Na+].[Na+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O
508,NCT01609595,DB03232,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC1=CC=CC=C1O
509,NCT01609595,DB08548,CC1(C)OC[C@H](COP(O)(=O)CCCCC=C)O1
510,NCT01609595,DB03040,OC(=O)CN(CC(O)=O)CC(O)=O
511,NCT01609595,DB07316,C[C@](O)(C1=CC=C(C=C1)C(=O)N(C1CC1)C1CCN(CC2(CC2)C(N)=O)CC1)C(F)(F)F
512,NCT01609595,DB03648,[H]N([H])CCCC[C@H](N([H])C(=O)[C@@H](CCCC)CN([H])N([H])C[C@@H](CCCC)C(=O)N([H])[C@@H](CCCCN([H])[H])C(=O)N([H])C1=CC=CC=C1)C(=O)N([H])C1=CC=CC=C1
513,NCT01609595,DB14482,[Na+].[H][C@@]1(OC(=O)C(O)=C1[O-])[C@@H](O)CO
514,NCT01609595,DB01597,CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(O)=O)C(O)=O
515,NCT01609595,DB07174,CCC1=C(C(N)=NC(N)=N1)C1=CC=C2OC(C)(C)C(=O)N(CCCOC)C2=C1
516,NCT01609595,DB02650,[H]C(=O)C(Cl)(Cl)Cl
517,NCT01609595,DB00753,FC(F)OC(Cl)C(F)(F)F
518,NCT01609595,DB09325,[F-].[Na+]
519,NCT01609595,DB01227,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
520,NCT01609595,DB07082,OC(C1=CC=C(NCC(F)(F)F)C=C1)(C(F)(F)F)C(F)(F)F
521,NCT01609595,DB01159,[H]C(Cl)(Br)C(F)(F)F
522,NCT01609595,DB13210,[Na+].[O-][Cl]=O
523,NCT01609595,DB05351,CC1=C(OCC(F)(F)F)C=CN=C1C[S@@](=O)C1=NC2=CC=CC=C2N1
524,NCT01609595,DB08227,CC1(C)CC(CC(C)(C)N1O)N1C(=O)CCC1=O
525,NCT01609595,DB01241,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1
526,NCT01609595,DB01081,CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
527,NCT01609595,DB03492,C1=CN(C=N1)[Os++]123[N]4=CC=CC=C4C4=[N]1C=CC=C4.C1=CC(C4=CC=CC=[N]24)=[N]3C=C1
528,NCT01609595,DB07548,[H]N(CC1=C(F)C=CC=N1)C(=O)CN1C(C)=CN=C(N([H])CC(F)(F)C2=CC=CC=N2)C1=O
529,NCT01609595,DB03678,C[C@H](NC1=NC=NC2=C1C=C(F)C(F)=C2)C(C1=CC=CC=C1)C1=CC=CC=C1
530,NCT01609595,DB01390,[Na+].OC([O-])=O
531,NCT01609595,DB07821,[H][C@](C)(O[P@]([H])(C)=O)C(C)(C)C
532,NCT01609595,DB14638,CN(C(=O)C(Cl)Cl)C1=CC=C(OC(=O)C2=CC=CO2)C=C1
533,NCT01609595,DB06705,[Na+].[Na+].[Na+].[Gd+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)C[C@H](COP([O-])(=O)OC1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1)N(CC([O-])=O)CC([O-])=O
534,NCT01609595,DB00921,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4
535,NCT01609595,DB13157,[Na+].CCCCCCCCCCCCOC(=O)CS([O-])(=O)=O
536,NCT01609595,DB06797,CCC(C)C(C)(COC(N)=O)COC(N)=O
537,NCT01609595,DB13381,[Na+].[O-]C(=O)C[N+]12CC[N+]34CC(=O)O[Fe--]13(OC(=O)C2)OC(=O)C4
538,NCT01609595,DB09319,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(=O)OC1=CC2=C(CCC2)C=C1)C1=CC=CC=C1)C(O)=O
539,NCT01609595,DB15842,[Na+].[Na+].[O-]S(=O)S([O-])(=O)=O
540,NCT01609595,DB07555,[H][C@](OCC[As+](C)(C)C)(C1=CC=CC=C1[N+](O)=O)C(F)(F)F
541,NCT01609595,DB01529,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
542,NCT01609595,DB11397,COP(=O)(OC)OC=C(Cl)Cl
543,NCT01609595,DB07036,[H][C@@]12CC(F)(F)C[C@]1([H])[C@@]([H])(OC1=C2C=C(O)C=C1COC)C1=CC=C(O)C=C1
544,NCT01609595,DB14038,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](CC)C(C)C
545,NCT01609595,DB07964,[H][C@]1(N(CCSC1(C)C)S(=O)(=O)C1=CC=C(OCC#CC)C=C1)C(=O)NO
546,NCT01609595,DB08456,CC1(C)N(O)C(C)(C)C(=C1CSS(C)(=O)=O)C1=CC=CC=C1
547,NCT01609595,DB07665,[H]N([H])C(=NOCCN([H])C(=O)CC1=C(C=CC(N([H])CC(F)(F)C2=CC=CC=N2)=C1F)C#N)N([H])[H]
548,NCT01609595,DB14048,[Na+].[Na+].[Zr].[O-][Si]1([O-])O[Si]([O-])([O-])O[Si]([O-])([O-])O1
549,NCT01609595,DB05885,CC[C@H](N1C[C@@H](CC1=O)C=C(F)F)C(N)=O
550,NCT01609595,DB13957,COC1=CC(\C=N\N(C(=O)C(F)(F)F)C2=C(C)C=C(C)C=C2)=CC=C1
551,NCT01609595,DB00739,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2N1C(=O)[C@H](NC1(C)C)C1=CC=CC=C1)C(O)=O
552,NCT01609595,DB09276,[Na+].[Na+].[O-]C(=O)CC(S[Au])C([O-])=O
553,NCT01609595,DB07271,N[C@@H](CC(=O)N1CCCNC(=O)C1CC(F)(F)F)CC1=C(F)C=C(F)C(F)=C1
554,NCT01609595,DB00330,CC[C@@H](CO)NCCN[C@@H](CC)CO
555,NCT01609595,DB01199,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3
556,NCT01609595,DB15951,[Na+].[Na+].[O-]S(=O)(=O)C1=CC=C2NC3=CC4=NC5=CC(=CC=C5NC4=CC3=NC2=C1)S([O-])(=O)=O
